smiles,sampling_params,response
Cc1ccc(C(=O)O)cc1-c1ccc(C=C2SC(=O)N(CC(=O)Nc3ccccc3)C2=O)o1,high,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[Br:1][c$(c(Br)),n$(n(Br)),o$(o(Br)),C$([CH](Br)(=C)):2].[C$(C(B)([CX4])([CX4])([CX4])),C$([CH](B)([CX4])([CX4])),C$([CH2](B)([CX4])),C$([CH2](B)),C$(C(B)(=C)),c$(c(B)),o$(o(B)),n$(n(B)):3][B$(B([C,c,n,o])([OH,$(OC)])([OH,$(OC)])),B$([B-1]([C,c,n,o])(N)([OH,$(OC)])([OH,$(OC)])):4]>>[C,c,n,o:2][C,c,n,o:3]</rxn>"", ""reactants"": [""O=C(CN1C(=O)SC(=Cc2ccc(Br)o2)C1=O)Nc1ccccc1"", ""O=C(O)c1ccc2c(c1)B(O)OC2""], ""product"": ""Cc1ccc(C(=O)O)cc1-c1ccc(C=C2SC(=O)N(CC(=O)Nc3ccccc3)C2=O)o1""}, {""reaction_number"": 2, ""reaction_template"": ""<rxn>[C;H1&$(C([#6])[#6]),H2&$(C[#6]):1][OH1].[NH1;$(N(C=O)C=O):2]>>[C:1][N:2]</rxn>"", ""reactants"": [""O=C(CO)Nc1ccccc1"", ""O=C1NC(=O)C(=Cc2ccc(Br)o2)S1""], ""product"": ""O=C(CN1C(=O)SC(=Cc2ccc(Br)o2)C1=O)Nc1ccccc1""}], ""building_blocks"": [""<bb>O=C(O)c1ccc2c(c1)B(O)OC2</bb>"", ""<bb>O=C(CO)Nc1ccccc1</bb>"", ""<bb>O=C1NC(=O)C(=Cc2ccc(Br)o2)S1</bb>""]}"
C#CCn1cc(C(=O)NCCCOC(=O)CNC(=O)OC(C)(C)C)c(=O)c2ccc(Cl)nc21,medium,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[Cl,OH,O-:3][C$(C(=O)([CX4,c])),C$([CH](=O)):2]=[O:4].[N$([NH2,NH3+1]([CX4,c])),N$([NH]([CX4,c])([CX4,c])):6]>>[N+0:6]-[C:2]=[O:4]</rxn>"", ""reactants"": [""CC(C)(C)OC(=O)NCC(=O)OCCCN"", ""C#CCn1cc(C(=O)O)c(=O)c2ccc(Cl)nc21""], ""product"": ""C#CCn1cc(C(=O)NCCCOC(=O)CNC(=O)OC(C)(C)C)c(=O)c2ccc(Cl)nc21""}], ""building_blocks"": [""<bb>CC(C)(C)OC(=O)NCC(=O)OCCCN</bb>"", ""<bb>C#CCn1cc(C(=O)O)c(=O)c2ccc(Cl)nc21</bb>""]}"
C#CCn1cc(C(=O)NCCCOC(=O)CNC(=O)OC(C)(C)C)c(=O)c2ccc(Cl)nc21,medium,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[Cl,OH,O-:3][C$(C(=O)([CX4,c])),C$([CH](=O)):2]=[O:4].[N$([NH2,NH3+1]([CX4,c])),N$([NH]([CX4,c])([CX4,c])):6]>>[N+0:6]-[C:2]=[O:4]</rxn>"", ""reactants"": [""CC(C)(C)OC(=O)NCC(=O)OCCCN"", ""C#CCn1cc(C(=O)O)c(=O)c2ccc(Cl)nc21""], ""product"": ""C#CCn1cc(C(=O)NCCCOC(=O)CNC(=O)OC(C)(C)C)c(=O)c2ccc(Cl)nc21""}], ""building_blocks"": [""<bb>CC(C)(C)OC(=O)NCC(=O)OCCCN</bb>"", ""<bb>C#CCn1cc(C(=O)O)c(=O)c2ccc(Cl)nc21</bb>""]}"
C#CCn1cc(C(=O)NCCCOC(=O)CNC(=O)OC(C)(C)C)c(=O)c2ccc(Cl)nc21,medium,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[Cl,OH,O-:3][C$(C(=O)([CX4,c])),C$([CH](=O)):2]=[O:4].[N$([NH2,NH3+1]([CX4,c])),N$([NH]([CX4,c])([CX4,c])):6]>>[N+0:6]-[C:2]=[O:4]</rxn>"", ""reactants"": [""CC(C)(C)OC(=O)NCC(=O)OCCCN"", ""C#CCn1cc(C(=O)O)c(=O)c2ccc(Cl)nc21""], ""product"": ""C#CCn1cc(C(=O)NCCCOC(=O)CNC(=O)OC(C)(C)C)c(=O)c2ccc(Cl)nc21""}], ""building_blocks"": [""<bb>CC(C)(C)OC(=O)NCC(=O)OCCCN</bb>"", ""<bb>C#CCn1cc(C(=O)O)c(=O)c2ccc(Cl)nc21</bb>""]}"
C#CCn1cc(C(=O)NCCCOC(=O)CNC(=O)OC(C)(C)C)c(=O)c2ccc(Cl)nc21,high,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[Cl,OH,O-:3][C$(C(=O)([CX4,c])),C$([CH](=O)):2]=[O:4].[N$([NH2,NH3+1]([CX4,c])),N$([NH]([CX4,c])([CX4,c])):6]>>[N+0:6]-[C:2]=[O:4]</rxn>"", ""reactants"": [""CC(C)(C)OC(=O)NCC(=O)OCCCN"", ""C#CCn1cc(C(=O)O)c(=O)c2ccc(Cl)nc21""], ""product"": ""C#CCn1cc(C(=O)NCCCOC(=O)CNC(=O)OC(C)(C)C)c(=O)c2ccc(Cl)nc21""}], ""building_blocks"": [""<bb>CC(C)(C)OC(=O)NCC(=O)OCCCN</bb>"", ""<bb>C#CCn1cc(C(=O)O)c(=O)c2ccc(Cl)nc21</bb>""]}"
C#CCn1cc(C(=O)NCCCOC(=O)CNC(=O)OC(C)(C)C)c(=O)c2ccc(Cl)nc21,high,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[Cl,OH,O-:3][C$(C(=O)([CX4,c])),C$([CH](=O)):2]=[O:4].[N$([NH2,NH3+1]([CX4,c])),N$([NH]([CX4,c])([CX4,c])):6]>>[N+0:6]-[C:2]=[O:4]</rxn>"", ""reactants"": [""CC(C)(C)OC(=O)NCC(=O)OCCCN"", ""C#CCn1cc(C(=O)O)c(=O)c2ccc(Cl)nc21""], ""product"": ""C#CCn1cc(C(=O)NCCCOC(=O)CNC(=O)OC(C)(C)C)c(=O)c2ccc(Cl)nc21""}], ""building_blocks"": [""<bb>CC(C)(C)OC(=O)NCC(=O)OCCCN</bb>"", ""<bb>C#CCn1cc(C(=O)O)c(=O)c2ccc(Cl)nc21</bb>""]}"
CC(=N)C(C#N)=C(O)CSc1nc2cc(C)ccc2[nH]1,frozen,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[#6:1][C;H1,$([C]([#6])[#6]):2]=[OD1:3].[Cl,Br,I][#6;$([#6]~[#6]);!$([#6]([Cl,Br,I])[Cl,Br,I]);!$([#6]=O):4]>>[C:1][#6:2]([OH1:3])[#6:4]</rxn>"", ""reactants"": [""CC(=N)C(C#N)=C=O"", ""Cc1ccc2[nH]c(SCCl)nc2c1""], ""product"": ""CC(=N)C(C#N)=C(O)CSc1nc2cc(C)ccc2[nH]1""}], ""building_blocks"": [""<bb>CC(=N)C(C#N)=C=O</bb>"", ""<bb>Cc1ccc2[nH]c(SCCl)nc2c1</bb>""]}"
CC(=N)C(C#N)=C(O)CSc1nc2cc(C)ccc2[nH]1,low,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[#6:1][C;H1,$([C]([#6])[#6]):2]=[OD1:3].[Cl,Br,I][#6;$([#6]~[#6]);!$([#6]([Cl,Br,I])[Cl,Br,I]);!$([#6]=O):4]>>[C:1][#6:2]([OH1:3])[#6:4]</rxn>"", ""reactants"": [""CC(=N)C(C#N)=C=O"", ""Cc1ccc2[nH]c(SCCl)nc2c1""], ""product"": ""CC(=N)C(C#N)=C(O)CSc1nc2cc(C)ccc2[nH]1""}], ""building_blocks"": [""<bb>CC(=N)C(C#N)=C=O</bb>"", ""<bb>Cc1ccc2[nH]c(SCCl)nc2c1</bb>""]}"
CC(=N)C(C#N)=C(O)CSc1nc2cc(C)ccc2[nH]1,low,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[#6:1][C;H1,$([C]([#6])[#6]):2]=[OD1:3].[Cl,Br,I][#6;$([#6]~[#6]);!$([#6]([Cl,Br,I])[Cl,Br,I]);!$([#6]=O):4]>>[C:1][#6:2]([OH1:3])[#6:4]</rxn>"", ""reactants"": [""CC(=N)C(C#N)=C=O"", ""Cc1ccc2[nH]c(SCCl)nc2c1""], ""product"": ""CC(=N)C(C#N)=C(O)CSc1nc2cc(C)ccc2[nH]1""}], ""building_blocks"": [""<bb>CC(=N)C(C#N)=C=O</bb>"", ""<bb>Cc1ccc2[nH]c(SCCl)nc2c1</bb>""]}"
CC(=N)C(C#N)=C(O)CSc1nc2cc(C)ccc2[nH]1,medium,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[#6:1][C;H1,$([C]([#6])[#6]):2]=[OD1:3].[Cl,Br,I][#6;$([#6]~[#6]);!$([#6]([Cl,Br,I])[Cl,Br,I]);!$([#6]=O):4]>>[C:1][#6:2]([OH1:3])[#6:4]</rxn>"", ""reactants"": [""CC(=N)C(C#N)=C=O"", ""Cc1ccc2[nH]c(SCCl)nc2c1""], ""product"": ""CC(=N)C(C#N)=C(O)CSc1nc2cc(C)ccc2[nH]1""}], ""building_blocks"": [""<bb>CC(=N)C(C#N)=C=O</bb>"", ""<bb>Cc1ccc2[nH]c(SCCl)nc2c1</bb>""]}"
CC(=N)C(C#N)=C(O)CSc1nc2cc(C)ccc2[nH]1,medium,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[#6:1][C;H1,$([C]([#6])[#6]):2]=[OD1:3].[Cl,Br,I][#6;$([#6]~[#6]);!$([#6]([Cl,Br,I])[Cl,Br,I]);!$([#6]=O):4]>>[C:1][#6:2]([OH1:3])[#6:4]</rxn>"", ""reactants"": [""Cc1ccc2[nH]c(SCCl)nc2c1"", ""CC(=N)C(C#N)=C=O""], ""product"": ""CC(=N)C(C#N)=C(O)CSc1nc2cc(C)ccc2[nH]1""}], ""building_blocks"": [""<bb>Cc1ccc2[nH]c(SCCl)nc2c1</bb>"", ""<bb>CC(=N)C(C#N)=C=O</bb>""]}"
CC(=N)C(C#N)=C(O)CSc1nc2cc(C)ccc2[nH]1,medium,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[#6:1][C;H1,$([C]([#6])[#6]):2]=[OD1:3].[Cl,Br,I][#6;$([#6]~[#6]);!$([#6]([Cl,Br,I])[Cl,Br,I]);!$([#6]=O):4]>>[C:1][#6:2]([OH1:3])[#6:4]</rxn>"", ""reactants"": [""Cc1ccc2[nH]c(SCCl)nc2c1"", ""CC(=N)C(C#N)=C=O""], ""product"": ""CC(=N)C(C#N)=C(O)CSc1nc2cc(C)ccc2[nH]1""}], ""building_blocks"": [""<bb>Cc1ccc2[nH]c(SCCl)nc2c1</bb>"", ""<bb>CC(=N)C(C#N)=C=O</bb>""]}"
CC(=N)C(C#N)=C(O)CSc1nc2cc(C)ccc2[nH]1,high,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[OH,NH2,NH3+:3]-[CH2:2]-[C$(C([CX4,c])([CX4,c])([CX4,c])),C$([CH]([CX4,c])([CX4,c])),C$([CH2]([CX4,c])),C$([CH3]),c$(c):1]>>[C,c:1][C:2]#[N:4]</rxn>"", ""reactants"": ["""", ""CC(=N)C(C=N)(C(=O)COc1cn(C2CCCN(c3c(-c4ccccc4)ccc4oc(C)cc34)C2)c2ccncc12)Nc1cccc(O)c1O""], ""product"": ""CC(=N)C(C#N)=C(O)CSc1nc2cc(C)ccc2[nH]1""}], ""building_blocks"": [""<bb>CC(=N)C(C=N)(C(=O)COc1cn(C2CCCN(c3c(-c4ccccc4)ccc4oc(C)cc34)C2)c2ccncc12)Nc1cccc(O)c1O</bb>""]}"
CC(=N)C(C#N)=C(O)CSc1nc2cc(C)ccc2[nH]1,high,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[#6:1][C;H1,$([C]([#6])[#6]):2]=[OD1:3].[Cl,Br,I][#6;$([#6]~[#6]);!$([#6]([Cl,Br,I])[Cl,Br,I]);!$([#6]=O):4]>>[C:1][#6:2]([OH1:3])[#6:4]</rxn>"", ""reactants"": [""CC(=N)C(C#N)=C=O"", ""Cc1ccc2[nH]c(SCCl)nc2c1""], ""product"": ""CC(=N)C(C#N)=C(O)CSc1nc2cc(C)ccc2[nH]1""}], ""building_blocks"": [""<bb>CC(=N)C(C#N)=C=O</bb>"", ""<bb>Cc1ccc2[nH]c(SCCl)nc2c1</bb>""]}"
CC(=N)C(C#N)=C(O)CSc1nc2cc(C)ccc2[nH]1,high,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[OH,NH2,NH3+:3]-[CH2:2]-[C$(C([CX4,c])([CX4,c])([CX4,c])),C$([CH]([CX4,c])([CX4,c])),C$([CH2]([CX4,c])),C$([CH3]),c$(c):1]>>[C,c:1][C:2]#[N:4]</rxn>"", ""reactants"": [""CC(=N)C(CN)=C(O)CSc1nc2cc(C)ccc2[nH]1"", """"], ""product"": ""CC(=N)C(C#N)=C(O)CSc1nc2cc(C)ccc2[nH]1""}], ""building_blocks"": [""<bb>CC(=N)C(CN)=C(O)CSc1nc2cc(C)ccc2[nH]1</bb>""]}"
CC(=N)C(C#N)=C(O)CSc1nc2cc(C)ccc2[nH]1,high,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[OH,NH2,NH3+:3]-[CH2:2]-[C$(C([CX4,c])([CX4,c])([CX4,c])),C$([CH]([CX4,c])([CX4,c])),C$([CH2]([CX4,c])),C$([CH3]),c$(c):1]>>[C,c:1][C:2]#[N:4]</rxn>"", ""reactants"": [""CC(=N)C(C=O)=C(O)CSc1nc2cc(C)ccc2[nH]1"", """"], ""product"": ""CC(=N)C(C#N)=C(O)CSc1nc2cc(C)ccc2[nH]1""}], ""building_blocks"": [""<bb>CC(=N)C(C=O)=C(O)CSc1nc2cc(C)ccc2[nH]1</bb>""]}"
Cc1ccccc1COC1C2CCN(CC2)C1C(c1ccccc1)c1ccccc1,medium,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[#6;$([#6]~[#6]);!$([#6]=O):2][#8;H1:3].[Cl,Br,I][#6;H2;$([#6]~[#6]):4]>>[CH2:4][O:3][#6:2]</rxn>"", ""reactants"": [""Cc1ccccc1CCl"", ""OC1C2CCN(CC2)C1C(c1ccccc1)c1ccccc1""], ""product"": ""Cc1ccccc1COC1C2CCN(CC2)C1C(c1ccccc1)c1ccccc1""}], ""building_blocks"": [""<bb>Cc1ccccc1CCl</bb>"", ""<bb>OC1C2CCN(CC2)C1C(c1ccccc1)c1ccccc1</bb>""]}"
Cc1ccccc1COC1C2CCN(CC2)C1C(c1ccccc1)c1ccccc1,medium,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[#6;$([#6]~[#6]);!$([#6]=O):2][#8;H1:3].[Cl,Br,I][#6;H2;$([#6]~[#6]):4]>>[CH2:4][O:3][#6:2]</rxn>"", ""reactants"": [""Cc1ccccc1CCl"", ""OC1C2CCN(CC2)C1C(c1ccccc1)c1ccccc1""], ""product"": ""Cc1ccccc1COC1C2CCN(CC2)C1C(c1ccccc1)c1ccccc1""}], ""building_blocks"": [""<bb>Cc1ccccc1CCl</bb>"", ""<bb>OC1C2CCN(CC2)C1C(c1ccccc1)c1ccccc1</bb>""]}"
Cc1nc2ccccn2c1C(=O)C=Cc1ccc(F)cc1,frozen,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[#6:1][C:2]#[#7;D1].[Cl,Br,I][#6;$([#6]~[#6]);!$([#6]([Cl,Br,I])[Cl,Br,I]);!$([#6]=O):3]>>[#6:1][C:2](=O)[#6:3]</rxn>"", ""reactants"": [""Cc1nc2ccccn2c1Br"", ""N#CC=Cc1ccc(F)cc1""], ""product"": ""Cc1nc2ccccn2c1C(=O)C=Cc1ccc(F)cc1""}], ""building_blocks"": [""<bb>Cc1nc2ccccn2c1Br</bb>"", ""<bb>N#CC=Cc1ccc(F)cc1</bb>""]}"
Cc1nc2ccccn2c1C(=O)C=Cc1ccc(F)cc1,low,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[#6:1][C:2]#[#7;D1].[Cl,Br,I][#6;$([#6]~[#6]);!$([#6]([Cl,Br,I])[Cl,Br,I]);!$([#6]=O):3]>>[#6:1][C:2](=O)[#6:3]</rxn>"", ""reactants"": [""Cc1nc2ccccn2c1Br"", ""N#CC=Cc1ccc(F)cc1""], ""product"": ""Cc1nc2ccccn2c1C(=O)C=Cc1ccc(F)cc1""}], ""building_blocks"": [""<bb>Cc1nc2ccccn2c1Br</bb>"", ""<bb>N#CC=Cc1ccc(F)cc1</bb>""]}"
Cc1nc2ccccn2c1C(=O)C=Cc1ccc(F)cc1,low,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[#6:1][C:2]#[#7;D1].[Cl,Br,I][#6;$([#6]~[#6]);!$([#6]([Cl,Br,I])[Cl,Br,I]);!$([#6]=O):3]>>[#6:1][C:2](=O)[#6:3]</rxn>"", ""reactants"": [""Cc1nc2ccccn2c1Br"", ""N#CC=Cc1ccc(F)cc1""], ""product"": ""Cc1nc2ccccn2c1C(=O)C=Cc1ccc(F)cc1""}], ""building_blocks"": [""<bb>Cc1nc2ccccn2c1Br</bb>"", ""<bb>N#CC=Cc1ccc(F)cc1</bb>""]}"
Cc1nc2ccccn2c1C(=O)C=Cc1ccc(F)cc1,medium,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[#6:1][C:2]#[#7;D1].[Cl,Br,I][#6;$([#6]~[#6]);!$([#6]([Cl,Br,I])[Cl,Br,I]);!$([#6]=O):3]>>[#6:1][C:2](=O)[#6:3]</rxn>"", ""reactants"": [""Cc1nc2ccccn2c1Br"", ""N#CC=Cc1ccc(F)cc1""], ""product"": ""Cc1nc2ccccn2c1C(=O)C=Cc1ccc(F)cc1""}], ""building_blocks"": [""<bb>Cc1nc2ccccn2c1Br</bb>"", ""<bb>N#CC=Cc1ccc(F)cc1</bb>""]}"
Cc1nc2ccccn2c1C(=O)C=Cc1ccc(F)cc1,high,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[#6:3]-[C;H1,$([CH0](-[#6])[#6]);!$(CC=O):1]=[OD1].[Cl,Br,I][C;H2;$(C-[#6]);!$(CC[I,Br]);!$(CCO[CH3]):2]>>[C:3][C:1]=[C:2]</rxn>"", ""reactants"": [""Fc1ccc(CCl)cc1"", ""Cc1nc2ccccn2c1C(=O)C=O""], ""product"": ""Cc1nc2ccccn2c1C(=O)C=Cc1ccc(F)cc1""}], ""building_blocks"": [""<bb>Fc1ccc(CCl)cc1</bb>"", ""<bb>Cc1nc2ccccn2c1C(=O)C=O</bb>""]}"
Cc1nc2ccccn2c1C(=O)C=Cc1ccc(F)cc1,high,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[#6:1][C:2]#[#7;D1].[Cl,Br,I][#6;$([#6]~[#6]);!$([#6]([Cl,Br,I])[Cl,Br,I]);!$([#6]=O):3]>>[#6:1][C:2](=O)[#6:3]</rxn>"", ""reactants"": [""Cc1nc2ccccn2c1Br"", ""N#CC=Cc1ccc(F)cc1""], ""product"": ""Cc1nc2ccccn2c1C(=O)C=Cc1ccc(F)cc1""}], ""building_blocks"": [""<bb>Cc1nc2ccccn2c1Br</bb>"", ""<bb>N#CC=Cc1ccc(F)cc1</bb>""]}"
Cc1nc2ccccn2c1C(=O)C=Cc1ccc(F)cc1,high,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[#6:1][C:2]#[#7;D1].[Cl,Br,I][#6;$([#6]~[#6]);!$([#6]([Cl,Br,I])[Cl,Br,I]);!$([#6]=O):3]>>[#6:1][C:2](=O)[#6:3]</rxn>"", ""reactants"": [""Fc1ccc(C=CBr)cc1"", ""Cc1nc2ccccn2c1C#N""], ""product"": ""Cc1nc2ccccn2c1C(=O)C=Cc1ccc(F)cc1""}], ""building_blocks"": [""<bb>Fc1ccc(C=CBr)cc1</bb>"", ""<bb>Cc1nc2ccccn2c1C#N</bb>""]}"
CS(=O)(=O)c1cc(C#N)ccc1C1C2=C(CCC2=O)N(c2cccc(C(F)(F)F)c2)C(=O)N1CCCO,frozen,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[C;H1&$(C([#6])[#6]),H2&$(C[#6]):1][OH1].[NH1;$(N(C=O)C=O):2]>>[C:1][N:2]</rxn>"", ""reactants"": [""O=C1NC(=O)N(c2cccc(C(F)(F)F)c2)C2=C1CCC2=O"", ""CS(=O)(=O)c1cc(C#N)ccc1C1C(=O)NCO1""], ""product"": ""CS(=O)(=O)c1cc(C#N)ccc1C1C2=C(CCC2=O)N(c2cccc(C(F)(F)F)c2)C(=O)N1CCCO""}, {""reaction_number"": 2, ""reaction_template"": ""<rxn>[Cl,I,Br:7][c:1]1[c:2][c:3][c:4][c:5][c:6]1>>[N:9]#[C:8][c:1]1[c:2][c:3][c:4][c:5][c:6]1</rxn>"", ""reactants"": ["""", ""CS(=O)(=O)c1cc(Br)ccc1C1C(=O)NCO1""], ""product"": ""CS(=O)(=O)c1cc(C#N)ccc1C1C(=O)NCO1""}], ""building_blocks"": [""<bb>O=C1NC(=O)N(c2cccc(C(F)(F)F)c2)C2=C1CCC2=O</bb>"", ""<bb>CS(=O)(=O)c1cc(Br)ccc1C1C(=O)NCO1</bb>""]}"
CS(=O)(=O)c1cc(C#N)ccc1C1C2=C(CCC2=O)N(c2cccc(C(F)(F)F)c2)C(=O)N1CCCO,low,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[C;H1&$(C([#6])[#6]),H2&$(C[#6]):1][OH1].[NH1;$(N(C=O)C=O):2]>>[C:1][N:2]</rxn>"", ""reactants"": [""O=C1NC(=O)N(c2cccc(C(F)(F)F)c2)C2=C1CCC2=O"", ""CS(=O)(=O)c1cc(C#N)ccc1C1C(=O)NCO1""], ""product"": ""CS(=O)(=O)c1cc(C#N)ccc1C1C2=C(CCC2=O)N(c2cccc(C(F)(F)F)c2)C(=O)N1CCCO""}, {""reaction_number"": 2, ""reaction_template"": ""<rxn>[Cl,I,Br:7][c:1]1[c:2][c:3][c:4][c:5][c:6]1>>[N:9]#[C:8][c:1]1[c:2][c:3][c:4][c:5][c:6]1</rxn>"", ""reactants"": ["""", ""CS(=O)(=O)c1cc(Br)ccc1C1C(=O)NCO1""], ""product"": ""CS(=O)(=O)c1cc(C#N)ccc1C1C(=O)NCO1""}], ""building_blocks"": [""<bb>O=C1NC(=O)N(c2cccc(C(F)(F)F)c2)C2=C1CCC2=O</bb>"", ""<bb>CS(=O)(=O)c1cc(Br)ccc1C1C(=O)NCO1</bb>""]}"
CS(=O)(=O)c1cc(C#N)ccc1C1C2=C(CCC2=O)N(c2cccc(C(F)(F)F)c2)C(=O)N1CCCO,low,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[C;H1&$(C([#6])[#6]),H2&$(C[#6]):1][OH1].[NH1;$(N(C=O)C=O):2]>>[C:1][N:2]</rxn>"", ""reactants"": [""O=C1NC(=O)N(c2cccc(C(F)(F)F)c2)C2=C1CCC2=O"", ""CS(=O)(=O)c1cc(C#N)ccc1C1C(=O)NCCO1""], ""product"": ""CS(=O)(=O)c1cc(C#N)ccc1C1C2=C(CCC2=O)N(c2cccc(C(F)(F)F)c2)C(=O)N1CCCO""}, {""reaction_number"": 2, ""reaction_template"": ""<rxn>[Cl,I,Br:7][c:1]1[c:2][c:3][c:4][c:5][c:6]1>>[N:9]#[C:8][c:1]1[c:2][c:3][c:4][c:5][c:6]1</rxn>"", ""reactants"": ["""", ""CS(=O)(=O)c1cc(Br)ccc1C1C(=O)NCCO1""], ""product"": ""CS(=O)(=O)c1cc(C#N)ccc1C1C(=O)NCCO1""}], ""building_blocks"": [""<bb>O=C1NC(=O)N(c2cccc(C(F)(F)F)c2)C2=C1CCC2=O</bb>"", ""<bb>CS(=O)(=O)c1cc(Br)ccc1C1C(=O)NCCO1</bb>""]}"
CS(=O)(=O)c1cc(C#N)ccc1C1C2=C(CCC2=O)N(c2cccc(C(F)(F)F)c2)C(=O)N1CCCO,medium,"{""reactions"": [{""reaction_number"": 1, ""reaction_template"": ""<rxn>[C;H1&$(C([#6])[#6]),H2&$(C[#6]):1][OH1].[NH1;$(N(C=O)C=O):2]>>[C:1][N:2]</rxn>"", ""reactants"": [""O=C1CCC2=C1NC(=O)N(c1cccc(C(F)(F)F)c1)C2"", ""CS(=O)(=O)c1cc(C#N)ccc1C1C(=O)NC1CCO""], ""product"": ""CS(=O)(=O)c1cc(C#N)ccc1C1C2=C(CCC2=O)N(c2cccc(C(F)(F)F)c2)C(=O)N1CCCO""}, {""reaction_number"": 2, ""reaction_template"": ""<rxn>[Br:1][c$(c(Br)),n$(n(Br)),o$(o(Br)),C$([CH](Br)(=C)):2].[C$(C(B)([CX4])([CX4])([CX4])),C$([CH](B)([CX4])([CX4])),C$([CH2](B)([CX4])),C$([CH2](B)),C$(C(B)(=C)),c$(c(B)),o$(o(B)),n$(n(B)):3][B$(B([C,c,n,o])([OH,$(OC)])([OH,$(OC)])),B$([B-1]([C,c,n,o])(N)([OH,$(OC)])([OH,$(OC)])):4]>>[C,c,n,o:2][C,c,n,o:3]</rxn>"", ""reactants"": [""CC1(C)OB(C2C(=O)NC2CCO)OC1(C)C"", ""CS(=O)(=O)c1cc(C#N)ccc1Br""], ""product"": ""CS(=O)(=O)c1cc(C#N)ccc1C1C(=O)NC1CCO""}], ""building_blocks"": [""<bb>O=C1CCC2=C1NC(=O)N(c1cccc(C(F)(F)F)c1)C2</bb>"", ""<bb>CC1(C)OB(C2C(=O)NC2CCO)OC1(C)C</bb>"", ""<bb>CS(=O)(=O)c1cc(C#N)ccc1Br</bb>""]}"
